date,max_temp,min_temp,crowd_level
2018-05-08,75,58,6
2018-05-09,75,59,6
2018-05-10,73,60,7
2018-05-11,65,59,6
2018-05-12,66,58,8
2018-05-13,70,59,6
2018-05-14,70,56,7
2018-05-15,70,56,5
2018-05-16,73,55,5
2018-05-17,71,55,7
2018-05-18,69,60,5
2018-05-19,68,59,8
2018-05-20,69,61,7
2018-05-21,65,60,9
2018-05-22,66,59,6
2018-05-23,69,60,6
2018-05-24,66,59,7
2018-05-25,69,59,5
2018-05-26,69,58,7
2018-05-27,71,58,7
2018-05-28,75,56,6
2018-05-29,72,61,7
2018-05-30,69,60,7
2018-05-31,71,62,8
2018-06-01,75,57,4
2018-06-02,79,60,6
2018-06-03,82,61,6
2018-06-04,74,60,9
2018-06-05,73,61,8
2018-06-06,74,63,7
2018-06-07,76,61,7
2018-06-08,83,60,6
2018-06-09,80,62,6
2018-06-10,79,63,7
2018-06-11,82,62,9
2018-06-12,81,63,8
2018-06-13,81,62,8
2018-06-14,89,62,8
2018-06-15,79,65,6
2018-06-16,69,63,6
2018-06-17,68,62,5
2018-06-18,72,61,9
2018-06-19,76,61,8
2018-06-20,77,62,8
2018-06-21,78,64,8
2018-06-22,79,63,5
2018-06-23,71,64,5
2018-06-24,74,63,6
2018-06-25,78,63,8
2018-06-26,80,63,8
2018-06-27,79,64,7
2018-06-28,77,64,7
2018-06-29,75,64,5
2018-06-30,76,65,6
2018-07-01,78,64,3
2018-07-02,79,65,7
2018-07-03,77,65,8
2018-07-04,80,65,7
2018-07-05,93,63,7
2018-07-06,111,69,4
2018-07-07,99,76,4
2018-07-08,92,77,3
2018-07-09,90,74,7
2018-07-10,87,73,7
2018-07-11,87,70,7
2018-07-12,87,71,7
2018-07-13,84,70,4
2018-07-14,86,69,5
2018-07-15,82,69,5
2018-07-16,83,69,7
2018-07-17,82,69,7
2018-07-18,84,68,8
2018-07-19,83,69,9
2018-07-20,82,70,6
2018-07-21,84,69,7
2018-07-22,89,68,5
2018-07-23,91,70,9
2018-07-24,91,71,8
2018-07-25,88,72,7
2018-07-26,82,71,8
2018-07-27,89,70,5
2018-07-28,82,71,6
2018-07-29,90,68,4
2018-07-30,89,73,8
2018-07-31,90,71,7
2018-08-01,91,72,6
2018-08-02,90,73,8
2018-08-03,90,71,5
2018-08-04,89,71,5
2018-08-05,90,69,4
2018-08-06,95,70,8
2018-08-07,96,72,7
2018-08-08,94,73,6
2018-08-09,96,74,6
2018-08-10,91,76,4
2018-08-11,89,73,5
2018-08-12,87,72,3
2018-08-13,86,69,7
2018-08-14,85,68,5
2018-08-15,85,70,5
2018-08-16,85,71,5
2018-08-17,87,72,4
2018-08-18,86,71,6
2018-08-19,87,70,4
2018-08-20,84,71,8
2018-08-21,85,71,6
2018-08-22,86,70,6
2018-08-23,85,69,6
2018-08-24,83,69,3
2018-08-25,83,68,7
2018-08-26,83,68,5
2018-08-27,82,67,5
2018-08-28,82,66,4
2018-08-29,86,67,4
2018-08-30,88,66,3
2018-08-31,85,65,2
2018-09-01,81,68,6
2018-09-02,80,68,7
2018-09-03,81,66,5
2018-09-04,80,69,3
2018-09-05,81,67,2
2018-09-06,81,65,2
2018-09-07,87,65,1
2018-09-08,91,66,2
2018-09-09,90,67,2
2018-09-10,86,66,4
2018-09-11,82,65,2
2018-09-12,83,65,2
2018-09-13,88,65,2
2018-09-14,93,66,2
2018-09-15,86,66,3
2018-09-16,88,65,2
2018-09-17,88,64,2
2018-09-18,84,62,2
2018-09-19,83,61,3
2018-09-20,81,64,3
2018-09-21,82,64,2
2018-09-22,87,64,6
2018-09-23,82,66,5
2018-09-24,77,65,2
2018-09-25,77,64,3
2018-09-26,83,62,1
2018-09-27,85,65,3
2018-09-28,81,65,3
2018-09-29,81,65,8
2018-09-30,85,63,4
2018-10-01,90,69,6
2018-10-02,79,69,2
2018-10-03,77,68,4
2018-10-04,76,65,6
2018-10-05,76,64,6
2018-10-06,73,64,10
2018-10-07,75,63,9
2018-10-08,75,62,10
2018-10-09,75,63,4
2018-10-10,73,62,9
2018-10-11,74,61,9
2018-10-12,81,61,8
2018-10-13,65,63,10
2018-10-14,73,62,7
2018-10-15,79,62,8
2018-10-16,83,59,1
2018-10-17,81,61,5
2018-10-18,86,61,7
2018-10-19,89,66,7
2018-10-20,88,66,10
2018-10-21,80,63,6
2018-10-22,76,62,7
2018-10-23,77,62,1
2018-10-24,78,61,4
2018-10-25,80,62,5
2018-10-26,86,62,5
2018-10-27,86,62,9
2018-10-28,80,60,6
2018-10-29,75,60,2
2018-10-30,75,58,4
2018-10-31,80,61,1
2018-11-01,83,60,3
2018-11-02,89,63,2
2018-11-03,86,62,3
2018-11-04,83,58,4
2018-11-05,75,59,4
2018-11-06,74,62,2
2018-11-07,72,60,2
2018-11-08,76,59,4
2018-11-09,80,64,3
2018-11-10,78,57,9
2018-11-11,77,52,10
2018-11-12,78,58,10
2018-11-13,76,60,5
2018-11-14,80,62,4
2018-11-15,80,58,6
2018-11-16,76,56,3
2018-11-17,71,55,7
2018-11-18,74,55,7
2018-11-19,72,56,10
2018-11-20,72,55,8
2018-11-21,71,54,6
2018-11-22,67,58,9
2018-11-23,67,56,9
2018-11-24,68,56,7
2018-11-25,75,55,2
2018-11-26,78,60,6
2018-11-27,75,56,5
2018-11-28,67,55,4
2018-11-29,62,55,2
2018-11-30,65,54,5
2018-12-01,64,51,4
2018-12-02,63,50,3
2018-12-03,68,50,3
2018-12-04,71,53,3
2018-12-05,57,52,1
2018-12-06,57,54,1
2018-12-07,69,54,5
2018-12-08,71,52,8
2018-12-09,72,54,6
2018-12-10,66,57,8
2018-12-11,69,53,4
2018-12-12,66,52,2
2018-12-13,77,51,2
2018-12-14,68,57,2
2018-12-15,73,53,8
2018-12-16,71,50,4
2018-12-17,65,55,4
2018-12-18,67,55,3
2018-12-19,75,53,4
2018-12-20,77,52,4
2018-12-21,69,56,4
2018-12-22,70,52,9
2018-12-23,66,52,9
2018-12-24,66,53,10
2018-12-25,64,54,9
2018-12-26,65,48,10
2018-12-27,64,50,10
2018-12-28,60,50,10
2018-12-29,63,47,10
2018-12-30,63,45,10
2018-12-31,60,50,10
2019-01-01,59,47,8
2019-01-02,62,44,10
2019-01-03,66,45,10
2019-01-04,65,45,8
2019-01-05,58,50,3
2019-01-06,60,49,5
2019-01-07,62,52,9
2019-01-08,72,52,7
2019-01-09,67,51,7
2019-01-10,65,51,6
2019-01-11,64,51,4
2019-01-12,59,51,8
2019-01-13,61,48,6
2019-01-14,58,53,1
2019-01-15,60,52,1
2019-01-16,61,55,1
2019-01-17,62,57,1
2019-01-18,64,55,5
2019-01-19,77,54,8
2019-01-20,74,57,8
2019-01-21,63,52,5
2019-01-22,66,50,4
2019-01-23,68,49,3
2019-01-24,76,51,2
2019-01-25,77,58,1
2019-01-26,78,63,4
2019-01-27,76,57,5
2019-01-28,74,53,7
2019-01-29,69,58,3
2019-01-30,65,54,5
2019-01-31,59,53,2
2019-02-01,63,49,5
2019-02-02,59,53,1
2019-02-03,57,50,3
2019-02-04,58,52,1
2019-02-05,56,48,2
2019-02-06,57,40,4
2019-02-07,62,41,5
2019-02-08,61,43,4
2019-02-09,60,46,8
2019-02-10,56,47,2
2019-02-11,60,41,9
2019-02-12,67,45,4
2019-02-13,62,53,1
2019-02-14,61,53,2
2019-02-15,60,48,4
2019-02-16,61,46,10
2019-02-17,56,44,8
2019-02-18,58,41,9
2019-02-19,58,40,9
2019-02-20,56,41,7
2019-02-21,56,43,9
2019-02-22,60,39,9
2019-02-23,62,41,9
2019-02-24,66,45,6
2019-02-25,66,47,7
2019-02-26,65,47,6
2019-02-27,64,50,4
2019-02-28,66,55,6
2019-03-01,64,56,6
2019-03-02,62,55,3
2019-03-03,62,55,2
2019-03-04,62,51,5
2019-03-05,65,47,2
2019-03-06,61,55,1
2019-03-07,62,53,1
2019-03-08,59,48,1
2019-03-09,61,49,6
2019-03-10,60,46,4
2019-03-11,65,47,9
2019-03-12,65,51,10
2019-03-13,65,50,8
2019-03-14,70,53,9
2019-03-15,76,55,5
2019-03-16,79,56,9
2019-03-17,81,56,7
2019-03-18,75,54,9
2019-03-19,65,53,9
2019-03-20,62,56,5
2019-03-21,60,52,9
2019-03-22,64,49,6
2019-03-23,65,51,8
2019-03-24,68,52,6
2019-03-25,72,51,8
2019-03-26,70,50,8
2019-03-27,68,53,6
2019-03-28,66,53,7
2019-03-29,68,50,4
2019-03-30,76,51,5
2019-03-31,80,55,5
2019-04-01,79,58,8
2019-04-02,66,56,8
2019-04-03,65,54,7
2019-04-04,65,54,7
2019-04-05,65,54,6
2019-04-06,67,54,6
2019-04-07,78,54,3
2019-04-08,83,58,1
2019-04-09,72,58,1
2019-04-10,74,57,1
2019-04-11,68,52,2
2019-04-12,69,51,1
2019-04-13,75,52,4
2019-04-14,73,54,2
2019-04-15,67,52,3
2019-04-16,66,55,3
2019-04-17,73,50,3
2019-04-18,79,54,3
2019-04-19,70,55,3
2019-04-20,64,55,3
2019-04-21,65,54,1
2019-04-22,69,49,2
2019-04-23,71,53,6
2019-04-24,72,56,7
2019-04-25,71,56,6
2019-04-26,68,56,4
2019-04-27,66,56,7
2019-04-28,67,57,4
2019-04-29,65,56,8
2019-04-30,64,57,8
